+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/5/5.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703143107_around_wnlbs.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/GNSS/5.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 15:03:36 "
-      时间(数据) = " 2020/07/03 06:31:46 ~ 2020/07/03 07:21:06 "
-      时间(处理) = " 2020/07/03 06:32:33 ~ 2020/07/03 07:21:06 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
458242.000    30.4852112181   114.5635322667     23.911 
458243.000    30.4852111888   114.5635322632     23.910 
458244.000    30.4852111856   114.5635322708     23.909 
458245.000    30.4852111858   114.5635322689     23.909 
458246.000    30.4852111855   114.5635322731     23.909 
458247.000    30.4852111843   114.5635322762     23.910 
458248.000    30.4852111818   114.5635322760     23.911 
458249.000    30.4852111725   114.5635322771     23.911 
458250.000    30.4852111722   114.5635322781     23.911 
458251.000    30.4852111755   114.5635322755     23.909 
458252.000    30.4852111718   114.5635322825     23.909 
458253.000    30.4852111695   114.5635322838     23.909 
458254.000    30.4852111706   114.5635322761     23.908 
458255.000    30.4852111723   114.5635322661     23.908 
458256.000    30.4852111780   114.5635322624     23.908 
458257.000    30.4852111744   114.5635322709     23.909 
458258.000    30.4852111676   114.5635322795     23.906 
458259.000    30.4852111680   114.5635322790     23.905 
458260.000    30.4852111807   114.5635322769     23.907 
458261.000    30.4852111753   114.5635322768     23.909 
458262.000    30.4852111681   114.5635322841     23.908 
458263.000    30.4852111635   114.5635322792     23.908 
458264.000    30.4852111578   114.5635322822     23.908 
458265.000    30.4852111581   114.5635322688     23.909 
458266.000    30.4852111654   114.5635322619     23.911 
458267.000    30.4852111580   114.5635322658     23.912 
458268.000    30.4852111539   114.5635322661     23.912 
458269.000    30.4852111533   114.5635322640     23.911 
458270.000    30.4852111429   114.5635322829     23.910 
458271.000    30.4852111596   114.5635323383     23.907 
458272.000    30.4852111550   114.5635323229     23.908 
458273.000    30.4852111600   114.5635323336     23.908 
458274.000    30.4852111690   114.5635323364     23.908 
458275.000    30.4852111711   114.5635323371     23.907 
458276.000    30.4852111616   114.5635323406     23.907 
458277.000    30.4852111641   114.5635323318     23.908 
458278.000    30.4852111676   114.5635323246     23.908 
458279.000    30.4852111669   114.5635323367     23.908 
458280.000    30.4852111615   114.5635323447     23.909 
458281.000    30.4852111582   114.5635323220     23.909 
458282.000    30.4852111565   114.5635323151     23.909 
458283.000    30.4852111496   114.5635323174     23.909 
458284.000    30.4852111511   114.5635323103     23.907 
458285.000    30.4852111497   114.5635323071     23.907 
458286.000    30.4852111520   114.5635323133     23.909 
458287.000    30.4852111456   114.5635323132     23.910 
458288.000    30.4852111446   114.5635323155     23.911 
458289.000    30.4852111428   114.5635323265     23.908 
458290.000    30.4852111470   114.5635323249     23.906 
458291.000    30.4852111427   114.5635323242     23.905 
458292.000    30.4852111335   114.5635323191     23.906 
458293.000    30.4852111302   114.5635323137     23.907 
458294.000    30.4852111290   114.5635323201     23.907 
458295.000    30.4852111322   114.5635323100     23.908 
458296.000    30.4852111244   114.5635323077     23.908 
458297.000    30.4852111150   114.5635323001     23.907 
458298.000    30.4852111105   114.5635323072     23.905 
458299.000    30.4852111185   114.5635323060     23.904 
458300.000    30.4852111130   114.5635322998     23.904 
458301.000    30.4852111075   114.5635323015     23.905 
458302.000    30.4852111144   114.5635323006     23.904 
458303.000    30.4852111192   114.5635322914     23.903 
458304.000    30.4852111193   114.5635322891     23.902 
458305.000    30.4852111166   114.5635322912     23.901 
458306.000    30.4852111095   114.5635322959     23.901 
458307.000    30.4852111048   114.5635322888     23.901 
458308.000    30.4852110984   114.5635322911     23.901 
458309.000    30.4852110906   114.5635322902     23.900 
458310.000    30.4852110834   114.5635322944     23.899 
458311.000    30.4852110818   114.5635323022     23.899 
458312.000    30.4852110746   114.5635322933     23.900 
458313.000    30.4852110849   114.5635322852     23.903 
458314.000    30.4852110758   114.5635322848     23.903 
458315.000    30.4852110736   114.5635322840     23.901 
458316.000    30.4852110698   114.5635322931     23.900 
458317.000    30.4852110751   114.5635322943     23.900 
458318.000    30.4852110730   114.5635322847     23.900 
458319.000    30.4852110723   114.5635322877     23.899 
458320.000    30.4852110743   114.5635322836     23.899 
458321.000    30.4852110810   114.5635322787     23.898 
458322.000    30.4852110767   114.5635322822     23.899 
458323.000    30.4852110710   114.5635322917     23.899 
458324.000    30.4852110669   114.5635322993     23.897 
458325.000    30.4852110687   114.5635322984     23.897 
458326.000    30.4852110658   114.5635322913     23.897 
458327.000    30.4852110696   114.5635322803     23.896 
458328.000    30.4852110723   114.5635322856     23.897 
458329.000    30.4852110803   114.5635322865     23.896 
458330.000    30.4852110747   114.5635323018     23.896 
458331.000    30.4852110700   114.5635322974     23.897 
458332.000    30.4852110645   114.5635322912     23.897 
458333.000    30.4852110800   114.5635322972     23.897 
458334.000    30.4852110911   114.5635322895     23.895 
458335.000    30.4852110873   114.5635322947     23.894 
458336.000    30.4852110770   114.5635323018     23.893 
458337.000    30.4852110629   114.5635323005     23.893 
458338.000    30.4852110602   114.5635322960     23.893 
458339.000    30.4852110612   114.5635322952     23.893 
458340.000    30.4852110598   114.5635323011     23.894 
458341.000    30.4852110634   114.5635322978     23.894 
458342.000    30.4852110660   114.5635322892     23.894 
458343.000    30.4852110630   114.5635322874     23.893 
458344.000    30.4852110581   114.5635322900     23.894 
458345.000    30.4852110514   114.5635322843     23.894 
458346.000    30.4852110453   114.5635322832     23.892 
458347.000    30.4852110484   114.5635322786     23.891 
458348.000    30.4852110494   114.5635322758     23.892 
458349.000    30.4852110498   114.5635322744     23.894 
458350.000    30.4852110443   114.5635322690     23.896 
458351.000    30.4852110400   114.5635322583     23.896 
458352.000    30.4852110392   114.5635322601     23.893 
458353.000    30.4852110458   114.5635322747     23.891 
458354.000    30.4852110529   114.5635322735     23.892 
458355.000    30.4852110578   114.5635322653     23.893 
458356.000    30.4852110470   114.5635322700     23.894 
458357.000    30.4852110449   114.5635322729     23.895 
458358.000    30.4852110474   114.5635322697     23.895 
458359.000    30.4852110413   114.5635322698     23.895 
458360.000    30.4852110338   114.5635322836     23.894 
458361.000    30.4852110242   114.5635322789     23.894 
458362.000    30.4852110310   114.5635322720     23.893 
458363.000    30.4852110332   114.5635322769     23.894 
458364.000    30.4852110306   114.5635322715     23.895 
458365.000    30.4852110201   114.5635322653     23.895 
458366.000    30.4852110178   114.5635322682     23.894 
458367.000    30.4852110089   114.5635322776     23.892 
458368.000    30.4852110114   114.5635322714     23.891 
458369.000    30.4852110060   114.5635322807     23.890 
458370.000    30.4852110029   114.5635322761     23.890 
458371.000    30.4852109999   114.5635322803     23.891 
458372.000    30.4852110017   114.5635322761     23.891 
458373.000    30.4852110034   114.5635322783     23.891 
458374.000    30.4852110031   114.5635322765     23.890 
458375.000    30.4852109909   114.5635322763     23.890 
458376.000    30.4852109860   114.5635322785     23.891 
458377.000    30.4852110054   114.5635322709     23.891 
458378.000    30.4852095573   114.5635324564     23.891 
458379.000    30.4852033729   114.5635344162     23.884 
458380.000    30.4851918385   114.5635424031     23.882 
458381.000    30.4851819304   114.5635579473     23.887 
458382.000    30.4851784643   114.5635770345     23.897 
458383.000    30.4851842727   114.5636012978     23.922 
458384.000    30.4852049350   114.5636227810     23.933 
458385.000    30.4852381445   114.5636314413     23.947 
458386.000    30.4852774306   114.5636289517     23.993 
458387.000    30.4853224738   114.5636206965     24.051 
458388.000    30.4853755984   114.5636101701     24.097 
458389.000    30.4854342779   114.5635988419     24.157 
458390.000    30.4854954692   114.5635877570     24.249 
458391.000    30.4855589943   114.5635776079     24.370 
458392.000    30.4856266350   114.5635672205     24.482 
458393.000    30.4856981976   114.5635567863     24.588 
458394.000    30.4857704593   114.5635468350     24.704 
458395.000    30.4858450113   114.5635371386     24.851 
458396.000    30.4859211811   114.5635275322     24.991 
458397.000    30.4859969289   114.5635202641     25.117 
458398.000    30.4860753441   114.5635201380     25.244 
458399.000    30.4861562183   114.5635247543     25.378 
458400.000    30.4862386423   114.5635329624     25.523 
458401.000    30.4863229471   114.5635453127     25.691 
458402.000    30.4864097492   114.5635626394     25.859 
458403.000    30.4864993228   114.5635859398     26.024 
458404.000    30.4865909448   114.5636156369     26.205 
458405.000    30.4866838929   114.5636509160     26.380 
458406.000    30.4867787503   114.5636881905     26.550 
458407.000    30.4868751921   114.5637274480     26.710 
458408.000    30.4869729886   114.5637682450     26.888 
458409.000    30.4870720962   114.5638105352     27.070 
458410.000    30.4871730658   114.5638539961     27.253 
458411.000    30.4872758668   114.5638987015     27.468 
458412.000    30.4873778857   114.5639425976     27.675 
458413.000    30.4874769883   114.5639835038     27.862 
458414.000    30.4875717432   114.5640216846     28.066 
458415.000    30.4876617674   114.5640574210     28.279 
458416.000    30.4877470523   114.5640898343     28.515 
458417.000    30.4878282671   114.5641140219     28.757 
458418.000    30.4879050322   114.5641271177     28.989 
458419.000    30.4879760670   114.5641248726     29.167 
458420.000    30.4880382430   114.5641050394     29.321 
458421.000    30.4880885596   114.5640688693     29.428 
458422.000    30.4881288607   114.5640163163     29.430 
458423.000    30.4881570191   114.5639467017     29.425 
458424.000    30.4881750398   114.5638657264     29.401 
458425.000    30.4881910140   114.5637768086     29.399 
458426.000    30.4882061237   114.5636791812     29.422 
458427.000    30.4882197703   114.5635734031     29.446 
458428.000    30.4882334326   114.5634602483     29.477 
458429.000    30.4882470199   114.5633404415     29.516 
458430.000    30.4882611661   114.5632146469     29.561 
458431.000    30.4882772704   114.5630834580     29.609 
458432.000    30.4882950995   114.5629470473     29.680 
458433.000    30.4883149770   114.5628056675     29.690 
458434.000    30.4883366357   114.5626593737     29.688 
458435.000    30.4883588966   114.5625078431     29.666 
458436.000    30.4883817831   114.5623512557     29.619 
458437.000    30.4884055823   114.5621898370     29.570 
458438.000    30.4884302087   114.5620241206     29.528 
458439.000    30.4884547857   114.5618543256     29.465 
458440.000    30.4884786750   114.5616834413     29.422 
458441.000    30.4885022436   114.5615106802     29.368 
458442.000    30.4885255456   114.5613389251     29.316 
458443.000    30.4885490983   114.5611689501     29.268 
458444.000    30.4885729116   114.5609975229     29.214 
458445.000    30.4885967359   114.5608248699     29.168 
458446.000    30.4886207765   114.5606520398     29.112 
458447.000    30.4886455948   114.5604774332     29.051 
458448.000    30.4886710608   114.5603018590     29.014 
458449.000    30.4886962854   114.5601278498     28.974 
458450.000    30.4887212442   114.5599560169     28.926 
458451.000    30.4887462760   114.5597858886     28.845 
458452.000    30.4887714789   114.5596160359     28.747 
458453.000    30.4887958784   114.5594487134     28.587 
458454.000    30.4888187900   114.5592845060     28.414 
458455.000    30.4888404309   114.5591250585     28.237 
458456.000    30.4888614526   114.5589725743     28.062 
458457.000    30.4888816738   114.5588259806     27.868 
458458.000    30.4889004256   114.5586857895     27.697 
458459.000    30.4889177847   114.5585528537     27.579 
458460.000    30.4889328666   114.5584307809     27.438 
458461.000    30.4889411140   114.5583223139     27.290 
458462.000    30.4889326962   114.5582289388     27.161 
458463.000    30.4889026269   114.5581494104     26.969 
458464.000    30.4888543809   114.5580872320     26.817 
458465.000    30.4887926544   114.5580473560     26.702 
