
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
453808.000    30.4712223711   114.5102412679     24.861    4.32240237    0.97964320  267.30927781 
453809.000    30.4712269420   114.5099500567     24.474    4.11532369    0.94263896  267.69489422 
453810.000    30.4712342489   114.5096559870     24.076    4.17910603    0.98377110  268.27247074 
453811.000    30.4712437515   114.5093595012     23.679    4.21392558    0.98536833  268.69518665 
453812.000    30.4712551988   114.5090606314     23.272    4.28439633    0.95390781  269.06569739 
453813.000    30.4712681017   114.5087588591     22.859    4.22760903    1.08359305  269.22999918 
453814.000    30.4712818619   114.5084541024     22.441    4.10872374    1.06738503  269.43749113 
453815.000    30.4712969394   114.5081464493     22.068    4.20078456    1.11442174  269.73054519 
453816.000    30.4713135704   114.5078365925     21.735    4.24750033    1.08708684  270.03484463 
453817.000    30.4713315573   114.5075281377     21.445    4.27492052    1.11948574  270.21258771 
453818.000    30.4713502214   114.5072208835     21.206    4.22936691    1.37609335  270.37911076 
453819.000    30.4713698167   114.5069123005     21.004    4.22838322    1.57595600  270.52467932 
453820.000    30.4713906706   114.5066018404     20.829    4.19764933    1.56570823  270.87074746 
453821.000    30.4714133464   114.5062899284     20.719    4.02008186    1.58028512  271.30914782 
453822.000    30.4714381176   114.5059798530     20.657    4.24096516    1.51232017  271.72804513 
453823.000    30.4714640825   114.5056753979     20.618    4.27504374    1.59019308  272.02845028 
453824.000    30.4714912979   114.5053771566     20.646    4.29174280    1.60816004  272.37876579 
453825.000    30.4715192477   114.5050845628     20.658    4.34672304    2.13646281  272.58010219 
453826.000    30.4715476196   114.5047960111     20.698    4.10687201    1.83910237  272.75353007 
